name,domain,description,founded_year,legal_name,company_type,email_provider,id,indexed_at,logo,gics_code,industry,industry_group,naics_codes,naics_codes_2022,naics_code_main,sector,sic_codes,sic_code_main,sub_industry,location,geo_city,geo_country,geo_countryCode,geo_lat,geo_lng,geo_postalCode,geo_state,geo_stateCode,geo_streetAddress,geo_streetName,geo_streetNumber,geo_subPremise,time_zone,utc_offset,us_cik,us_ein,alexa_global_rank,alexa_us_rank,annual_revenue,employees,employees_range,estimated_annual_revenue,fiscal_year_end,market_cap,raised,traffic_rank,linkedin_handle,linkedin_follower_count,linkedin_follower_count_raw,twitter_handle,twitter_followers,twitter_following,twitter_bio,twitter_follower_count,twitter_follower_count_raw,facebook_handle,facebook_likes,email_addresses,phone_numbers,technologies,categories,headcount,headcount_raw,web_traffic,web_traffic_raw,Name,<a href='https://www.linkedin.com/in/jeffbezos/' target='_blank'>Jeff Bezos</a>,<a href='https://www.linkedin.com/in/andyjassy/' target='_blank'>Andy Jassy</a>,parent_domain,ultimate_parent_domain
Amazon,amazon.com,"Amazon operates as a leading international e-commerce platform, offering a vast selection of products ranging from books and electronics to apparel and household goods, while also providing services for consumers, sellers, and content creators.",1995,"Amazon.com, Inc.",public,False,61dade6d-8fca-43ce-b0c9-1b43c8df6092,2024-12-06T08:34:23.410Z,https://logo.clearbit.com/amazon.com,50203010,Internet Software & Services,Software & Services,['519130'],"['513110', '513120', '513130', '513199']",51,Information Technology,['8999'],89,Internet,"410 Terry Ave N, Seattle, WA 98109, USA",Seattle,United States,US,47.6221922,-122.336546,98109,Washington,WA,410 Terry Avenue North,Terry Avenue North,410,,America/Los_Angeles,-8,0001018724,911646860,8,3,574800000000,1541000,100K+,$10B+,12,528230000000,,very_high,company/amazon,,,amazon,5425028,50,Delivering smiles one box at a time 📦🧡. Use @AmazonHelp for customer support and @AmazonNews for the latest.,,,amazon,27789904,[],[],"['amazon_associates', 'amazon_ses', 'db2', 'media.net', 'grafana', 'planisware', 'marchex', 'oracle_crm', 'smartsheet', 'sybase', 'apache_kafka', 'informatica', 'sage_50cloud', 'splunk', 'stripe', 'oracle_endeca', 'appnexus', 'apache_spark', 'ibm_infosphere', 'wrike', 'sap_hybris_marketing', 'couchbase', 'atlassian_fisheye', 'dropbox', 'woo_commerce', 'workamajig', 'workday', 'atlassian_jira', 'sas_enterprise', 'oracle_cash_and_treasury_management', 'qliktech', 'oracle_peoplesoft', 'thomson_reuters_eikon', 'flexera_software', 'entrust', 'tibco_spotfire', 'oracle_data_integrator', 'trello', 'baidu_analytics', 'ibm_websphere', 'ibm_lotus_notes', 'medallia', 'sap_concur', 'rabbitmq', 'cision', 'adp', 'cloudera', 'apache_hadoop', 'couchdb', 'oracle_business_intelligence', 'aws_dynamodb', 'oracle_weblogic', 'aws_cloudwatch', 'openx', 'netsuite', 'atlassian_confluence', 'oracle_hyperion', 'mediamath', 'kentico', 'microsoft_dynamics', 'hootsuite', 'quickbooks', 'sap_crystal_reports', 'tibco_ems', 'apache_tomcat', 'microsoft_sql_server', 'hp_servers', 'hbase', 'basecamp', 'podio', 'snaplogic', 'okta', 'the_trade_desk', 'fortinet', 'mongodb', 'microsoft_project', 'ibm_cognos', 'pubmatic', 'ibm_infosphere_datastage', 'pagerduty', 'datadog', 'alteryx', 'kronos', 'dell_boomi_atomsphere', 'sas_data_integration', 'episerver', 'peoplesoft_crm', 'pentaho', 'saleslogix', 'goldengate', 'sap_sales_order_management', 'jaspersoft', 'aws_kinesis', 'nimsoft', 'salesforce_marketing_cloud', 'sap_business_objects', 'tibco_rendezvous', 'rubicon_project', 'sprinklr', 'qlikview', 'salesforce', 'atlassian_crucible', 'sugarcrm', 'oracle_human_resources', 'aws_redshift', 'sailpoint', 'statcounter', 'teradata', 'sage_crm', 'aws_lambda', 'yext', 'google_search_appliance', 'sage_intacct', 'webmethods', 'ibm_websphere_commerce', 'bluekai', 'apache_storm', 'acxiom', 'palo_alto_networks', 'pivotal_tracker', 'github', 'rsa_securid', 'zoho_crm', 'goldmine', 'microstrategy', 'oracle_fusion', 'sap_hana', 'matomo', 'netsuite_crm', 'oracle_essbase', 'unbounce', 'liferay', 'five9', 'information_builders', 'ring_central', 'apache_maven', 'klarna', 'talend', 'clearslide', 'twilio', 'mavenlink', 'apache_nifi', 'peoplesoft_sales', 'postgresql', 'gigya', 'gotomeeting', 'mysql', 'windows_server', 'soasta', 'progress_sitefinity', 'oracle_application_server', 'servicenow', 'snowflake', 'janrain', 'applepay', 'adobe_marketing_cloud', 'paychex', 'gainsight', 'quest_foglight', 'admeld', 'microsoft_power_bi', 'sitecore', 'aws_iam', 'sap_crm', 'pipedrive', 'factset', 'qradar', 'netsuite_suitecommerce', 'magnolia_cms', 'aggregate_knowledge', 'facebook_workplace', 'wix', 'neo4j', 'openid', 'hive', 'filemaker_pro', 'apache_cassandra', 'vmware_server', 'sap_human_capital_management', 'iponweb_bidswitch', 'zedo']","['advertising', 'email_delivery_service', 'database', 'monitoring', 'project_management_software', 'marketing_automation', 'crm', 'productivity', 'data_processing', 'data_management', 'accounting_and_finance', 'payment', 'ecommerce', 'human_capital_management', 'analytics', 'business_management', 'security', 'web_servers', 'survey', 'content_management_system', 'data_visualization', 'customer_support', 'social_sharing', 'sales_productivity', 'cloud_computing_services', 'website_optimization', 'coversion_optimization', 'web_hosting']",,,N/A,,Role,"Founder, Chairman, and former CEO of Amazon","Co-Founder of AWS, President and CEO of Amazon",,
